urn,estab,laestab,school_name,broad_phase_of_school,detailed_phase_school,type,phase_type_grouping,trust,typeofestablishment_name,special_school,alternative_provision,all_through_school,parl_con_code,parl_con_name,ward_code,ward_name,school_postcode,academy_flag,school_size,total_early_years_girls,total_early_years_boys,total_early_years_E1_and_E2,total_nursery_girls,total_nursery_boys,total_nursery_N1_and_N2,total_reception_girls,total_reception_boys,total_reception,KS1_girls,KS1_boys,KS1_total,KS2_girls,KS2_boys,KS2_total,KS3_girls,KS3_boys,KS3_total,KS4_girls,KS4_boys,KS4_total,KS5_girls,KS5_boys,KS5_total,total_girls,total_boys,total_fulltime,total_parttime,total_pupils,fte_pupils,number_pupils_eligible_FSMs,%_pupils_eligible_FSMs,number of pupils known to be eligible for free school meals (Performance Tables),%_ pupils_known_eligible_for_FSMs_performance_table,artsmark_progress,most_recent_award,artsaward,artsaward_combined_arts,artsaward_craft,artsaward_dance,artsaward_design,artsaward_film_video,artsaward_literature,artsaward_music,artsaward_photography,arts_award_technical_production,artsaward_theatre_drama,artsaward_visualarts,artsaward_other,KS4_technical_award_entries_art_design,KS4_GCSE_entries_art_design,KS4_GCSE_entries_art_design_3d,KS4_GCSE_entries_art_design_fineart,KS4_GCSE_entries_art_design_graphics,KS4_GCSE_entries_art_design_photography,KS4_GCSE_entries_art_design_textiles,KS4_GCSE_entries_d&t_food_tech,KS4_GCSE_entries_d&t,KS4_technical_entries_dance_general,KS4_GCSE_entries_dance,KS4_GCSE_entries_drama&theatre,KS4_technical_entries_engineeering,KS4_GCSE_entries_film_studies,KS4_technical_award_graphic_design,KS4_GCSE_entries_media_film_tv_studies,KS4_technical_award_entries_multimedia,KS4_GCSE_entries_music,music_performance_group_Grade6_Performing_Arts,music_performance_group_grade7_performing_arts,music_performance_group_grade8_performing_arts,KS4_technical_award_entries_music_studies_general,KS4_technical_award_entries_music_performance_group,KS4_technical_award_entries_music_tech_electronic,KS4_technical_award_entries_speech_and_drama,KS5_BTEC_certificate_art_design,KS5_BTEC_diploma_art_design,KS5_Alevel_art_design,KS5_Alevel_art_design_3D,KS5_Alevel_art_design_fine_art,KS5_Alevel_art_design_graphics,KS5_AS_art_design_photography,KS5_ALevel_art_design_photography,KS5_ALevel_art_design_textiles,KS5_ALevel_design_and_tech_product_design,KS5_ALevel_drama_and_theatre,KS5_Engineeering_OCR_technical_diploma,KS5_engineeering_OCR_extended_certificate,KS5_Engineeering_VRQ_level3,KS5_Engineeering_OCR_technical_foundation_diploma,KS5_ASLevel_film_studies,KS5_ALevel_film_studies,KS5_OCR_level3_multimedia,KS5_OCR_extended_level3_multimedia,KS5_ALevel_media_film_tv_studies,KS5_BTEC_Level3_music_performance_group,KS5_VRQ_Level3_music_performance_group,KS5_ASLevel_music,KS5_ALevel_music,KS5_ALevel_music_technology,KS5_BTEC_Level3_speech_and_drama_group
139646,4061,3834061,Leeds City Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,White Rose Academies Trust,Academy sponsor led,,,,E14000777,Leeds Central,E05011397,Headingley & Hyde Park,LS6 2LG,Academy,901 to 1000 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,320,618,155,149,304,0,0,0,453,469,922,0,922,922,458,49.7,454,49.6,,,,,,,,,,,,,,,,,56,,,,13,,,10,,,,,,,,,,,,,,36,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
136826,4000,3834000,Leeds East Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,White Rose Academies Trust,Academy sponsor led,,,,E14000778,Leeds East,E05011400,Killingbeck & Seacroft,LS14 6TY,Academy,1001 to 1100 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,335,626,213,191,404,0,0,0,504,526,1033,0,1033,1033,567,54.9,567,54.9,,,,,,,,,,,,,,,,,39,,,53,,,,,,,,,,,,,,,,,,31,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
139773,4066,3834066,Leeds Jewish Free School,Secondary,Secondary,Academy & Free Schools,State-funded secondary,The Leeds Jewish Free School,Free schools,,,,E14000779,Leeds North East,E05012842,Alwoodley,LS17 7TN,Academy,101 to 200 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,80,27,30,57,0,0,0,69,68,137,0,137,137,24,17.5,24,18.2,,,,,,,,,,,,,,,,,7,,,,,,7,,,,7,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108110,6099,3836099,Leeds Menorah School,Primary,Primary,Independent,Independent school,,Other independent school,,,,E14000779,Leeds North East,E05011405,Moortown,LS17 6HQ,Independent,Up to 100 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,10,5,13,2,15,14,z,z,z,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135935,6906,3836906,Leeds West Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,White Rose Academies Trust,Academy sponsor led,,,,E14000781,Leeds West,E05011387,Bramley & Stanningley,LS13 1DQ,Academy,1401 to 1500 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,422,897,279,231,510,0,0,0,754,653,1407,0,1407,1407,555,39.4,553,39.4,,,,,,,,,,,,,,,,,49,,,,44,,17,16,,23,29,34,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138380,7004,3837004,Lighthouse School Leeds,N/A,N/A,Special School,State-funded special school,Lighthouse School,Free schools special,Yes,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 6QB,Academy,Up to 100 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,31,4,20,24,6,20,26,19,62,81,0,81,81,24,29.6,19,34.5,,,YES,YES,YES,,YES,YES,,,YES,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107888,2412,3832412,Little London Community Primary School,Primary,Primary,Foundation,State-funded primary,The Lantern Learning Trust (Inner North West Leeds),Foundation school,,,,E14000777,Leeds Central,E05011403,Little London & Woodhouse,LS7 1SR,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,24,26,50,51,64,115,115,115,230,0,0,0,0,0,0,0,0,0,190,205,395,0,395,395,163,41.3,163,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107957,2481,3832481,Low Road Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS10 2PS,LA Maintained,201 to 300 pupils,0,0,0,13,11,24,13,15,28,24,35,59,46,45,91,0,0,0,0,0,0,0,0,0,96,106,202,0,202,202,45,22.3,45,22.3,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107972,2496,3832496,Lower Wortley Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000781,Leeds West,E05012648,Farnley & Wortley,LS12 4PX,LA Maintained,301 to 400 pupils,0,0,0,11,8,19,22,19,41,47,42,89,92,86,178,0,0,0,0,0,0,0,0,0,172,155,308,19,327,317.5,63,19.3,63,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107862,2365,3832365,Lowtown Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011409,Pudsey,LS28 9BB,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,15,15,30,26,34,60,50,68,118,0,0,0,0,0,0,0,0,0,91,117,208,0,208,208,28,13.5,28,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148255,6014,3836014,LS-TEN,N/A,N/A,Independent,Independent school,,Other independent school,,Yes,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS10 1NT,Independent,Up to 100 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,9,19,28,0,28,28,z,z,z,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107913,2437,3832437,Manor Wood Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000779,Leeds North East,E05011405,Moortown,LS17 5DJ,LA Maintained,401 to 500 pupils,0,0,0,35,34,69,35,26,61,50,73,123,121,126,247,0,0,0,0,0,0,0,0,0,241,259,482,18,500,491,49,9.8,49,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107940,2464,3832464,Manston Primary,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000778,Leeds East,E05011391,Cross Gates & Whinmoor,LS15 8SD,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,14,16,30,28,32,60,48,70,118,0,0,0,0,0,0,0,0,0,90,118,208,0,208,208,70,33.7,70,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138824,3910,3833910,Manston St James Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Abbey Multi Academy Trust,Academy converter,,,,E14000778,Leeds East,E05011391,Cross Gates & Whinmoor,LS15 8JH,Academy,301 to 400 pupils,0,0,0,0,0,0,30,22,52,58,61,119,97,115,212,0,0,0,0,0,0,0,0,0,185,198,383,0,383,383,79,20.6,79,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146215,3923,3833923,Meadowfield Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Red Kite Learning Trust,Academy converter,,,,E14000778,Leeds East,E05013831,Temple Newsam,LS9 0JY,Academy,401 to 500 pupils,2,2,4,43,38,81,20,28,48,50,58,108,103,120,223,0,0,0,0,0,0,0,0,0,218,246,391,73,464,427.5,202,43.5,199,50.9,Awarded,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108046,3907,3833907,Meanwood Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000779,Leeds North East,E05011405,Moortown,LS6 4LD,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,16,14,30,28,34,62,66,55,121,0,0,0,0,0,0,0,0,0,110,103,213,0,213,213,10,4.7,10,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145733,2023,3832023,Methley Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,The Brigshaw Learning Partnership,Academy sponsor led,,,,E14000689,Elmet and Rothwell,E05011401,Kippax & Methley,LS26 9HT,Academy,401 to 500 pupils,0,0,0,22,24,46,26,33,59,62,49,111,115,112,227,0,0,0,0,0,0,0,0,0,225,218,414,29,443,428.5,39,8.8,36,8.7,Working towards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149025,2035,3832035,Micklefield Church of England Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Collaborative Learning Trust,Academy sponsor led,,,,E14000689,Elmet and Rothwell,E05011401,Kippax & Methley,LS25 4AQ,Academy,Up to 100 pupils,0,0,0,6,9,15,10,1,11,7,11,18,18,19,37,0,0,0,0,0,0,0,0,0,41,40,73,8,81,77,29,35.8,28,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146297,2477,3832477,Middleton Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Cockburn Multi Academy Trust,Academy converter,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 4HU,Academy,401 to 500 pupils,0,0,0,0,0,0,20,36,56,60,58,118,123,127,250,0,0,0,0,0,0,0,0,0,203,221,424,0,424,424,220,51.9,220,51.9,Working towards,Silver,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108002,3053,3833053,Middleton St Mary's Church of England Voluntary Controlled Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000777,Leeds Central,E05011404,Middleton Park,LS10 3SW,LA Maintained,401 to 500 pupils,0,0,0,24,16,40,21,29,50,47,41,88,120,108,228,0,0,0,0,0,0,0,0,0,212,194,378,28,406,392,187,46.1,175,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107915,2439,3832439,Moor Allerton Hall Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000779,Leeds North East,E05011411,Roundhay,LS17 6QP,LA Maintained,601 to 700 pupils,0,0,0,15,22,37,34,42,76,74,103,177,148,175,323,0,0,0,0,0,0,0,0,0,271,342,598,15,613,605.5,128,20.9,126,21.1,Awarded,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108102,6002,3836002,Moorlands School,Primary,Primary,Independent,Independent school,,Other independent school,,,,E14000780,Leeds North West,E05011413,Weetwood,LS16 5PF,Independent,101 to 200 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,71,80,121,30,151,136,z,z,z,z,Working towards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107916,2440,3832440,Moortown Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000779,Leeds North East,E05011405,Moortown,LS17 6DR,LA Maintained,201 to 300 pupils,0,0,0,0,0,0,15,16,31,31,29,60,49,71,120,0,0,0,0,0,0,0,0,0,95,116,211,0,211,211,6,2.8,6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141797,2321,3832321,Morley Newlands Academy,Primary,Primary,Academy & Free Schools,State-funded primary,The Gorse Academies Trust,Academy converter,,,,E14000826,Morley and Outwood,E05011407,Morley South,LS27 8PG,Academy,701 to 800 pupils,0,0,0,38,34,72,38,52,90,88,92,180,175,187,362,0,0,0,0,0,0,0,0,0,339,365,632,72,704,668,140,19.9,129,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107866,2382,3832382,Morley Victoria Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000826,Morley and Outwood,E05011406,Morley North,LS27 9NW,LA Maintained,401 to 500 pupils,0,0,0,22,24,46,32,27,59,57,63,120,129,113,242,0,0,0,0,0,0,0,0,0,240,227,451,16,467,459,67,14.3,66,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108097,4753,3834753,Mount St Mary's Catholic High School,Secondary,Secondary,Voluntary,State-funded secondary,,Voluntary aided school,,,,E14000777,Leeds Central,E05011388,Burmantofts & Richmond Hill,LS9 8LA,LA Maintained,901 to 1000 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,287,560,199,184,383,0,0,0,472,471,943,0,943,943,366,38.8,364,38.7,,,,,,,,,,,,,,,,,30,19,,,,,,,,,,,,,,,,,,,,16,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
121791,3927,3833927,New Bewerley Community School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS11 6TB,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,27,22,49,54,59,113,121,114,235,0,0,0,0,0,0,0,0,0,202,195,397,0,397,397,178,44.8,178,44.8,Working towards,Platinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130274,6119,3836119,New Horizon Community School,Secondary,Secondary,Independent,Independent school,,Other independent school,,,,E14000779,Leeds North East,E05011390,Chapel Allerton,LS7 4JE,Independent,Up to 100 pupils,#VALUE!,#VALUE!,z,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,40,0,40,0,40,40,z,z,z,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107873,2397,3832397,Ninelands Primary School,Primary,Primary,Foundation,State-funded primary,,Foundation school,,,,E14000689,Elmet and Rothwell,E05013830,Garforth & Swillington,LS25 1NT,LA Maintained,401 to 500 pupils,0,0,0,22,19,41,25,35,60,57,55,112,113,128,241,0,0,0,0,0,0,0,0,0,217,237,454,0,454,454,30,6.6,30,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133555,2513,3832513,Otley All Saints Church of England Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000780,Leeds North West,E05011549,Otley & Yeadon,LS21 1DF,LA Maintained,201 to 300 pupils,0,0,0,15,20,35,13,16,29,37,26,63,62,65,127,0,0,0,0,0,0,0,0,0,127,127,227,27,254,240.5,22,8.7,22,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107881,2405,3832405,Otley the Whartons Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000928,Skipton and Ripon,E05011549,Otley & Yeadon,LS21 2BS,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,18,11,29,27,31,58,50,57,107,0,0,0,0,0,0,0,0,0,95,99,194,0,194,194,18,9.3,18,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148527,4079,3834079,Oulton Academy,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Falcon Education Academies Trust,Academy sponsor led,,,,E14000689,Elmet and Rothwell,E05011410,Rothwell,LS26 8EX,Academy,1001 to 1100 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,313,628,203,179,382,0,0,0,518,492,1010,0,1010,1010,353,35,353,35,Registered,,,,,,,,,,,,,,,,38,,,,44,8,42,29,,12,17,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107842,2327,3832327,Oulton Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000689,Elmet and Rothwell,E05011410,Rothwell,LS26 8NT,LA Maintained,301 to 400 pupils,0,0,0,7,12,19,18,27,45,47,41,88,93,76,169,0,0,0,0,0,0,0,0,0,165,156,302,19,321,311.5,112,34.9,110,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108030,3376,3833376,Our Lady of Good Counsel Catholic Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary aided school,,,,E14000778,Leeds East,E05011400,Killingbeck & Seacroft,LS14 1EP,LA Maintained,201 to 300 pupils,0,0,0,8,10,18,20,10,30,38,22,60,62,58,120,0,0,0,0,0,0,0,0,0,128,100,210,18,228,219,63,27.6,63,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107964,2488,3832488,Park Spring Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011409,Pudsey,LS13 4QT,LA Maintained,401 to 500 pupils,0,0,0,12,18,30,24,26,50,50,68,118,112,123,235,0,0,0,0,0,0,0,0,0,198,235,410,23,433,421.5,147,33.9,142,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138673,2005,3832005,Park View Primary Academy,Primary,Primary,Academy & Free Schools,State-funded primary,Delta Academies Trust,Academy sponsor led,,,,E14000777,Leeds Central,E05011399,Hunslet & Riverside,LS11 7DG,Academy,201 to 300 pupils,0,0,0,23,16,39,17,12,29,31,29,60,67,53,120,0,0,0,0,0,0,0,0,0,138,110,209,39,248,228.5,77,31,74,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107943,2467,3832467,Parklands Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000778,Leeds East,E05011400,Killingbeck & Seacroft,LS14 6ED,LA Maintained,301 to 400 pupils,0,0,0,0,0,0,32,20,52,65,57,122,91,124,215,0,0,0,0,0,0,0,0,0,188,201,389,0,389,389,159,40.9,159,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145732,7007,3837007,Penny Field School,N/A,N/A,Special School,State-funded special school,Wellspring Academy Trust,Academy special sponsor led,Yes,,,E14000779,Leeds North East,E05011405,Moortown,LS6 4QD,Academy,Up to 100 pupils,0,0,0,0,0,0,0,1,1,4,9,13,12,16,28,3,6,9,1,3,4,1,1,2,21,36,57,0,57,57,28,49.1,26,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108000,3051,3833051,Pool-in-Wharfedale Church of England Voluntary Controlled Primary School,Primary,Primary,Voluntary,State-funded primary,,Voluntary controlled school,,,,E14000780,Leeds North West,E05012841,Adel & Wharfedale,LS21 1LG,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,16,8,24,30,29,59,66,46,112,0,0,0,0,0,0,0,0,0,112,83,195,0,195,195,15,7.7,15,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139688,2011,3832011,Primley Wood Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Khalsa Education Trust,Free schools,,,,E14000779,Leeds North East,E05012842,Alwoodley,LS17 7EZ,Academy,201 to 300 pupils,8,4,12,21,18,39,13,15,28,46,28,74,77,59,136,0,0,0,0,0,0,0,0,0,165,124,254,35,289,271.5,62,21.5,62,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107869,2389,3832389,Primrose Lane Primary School,Primary,Primary,Foundation,State-funded primary,Wharfe Valley Learning Partnership,Foundation school,,,,E14000689,Elmet and Rothwell,E05011414,Wetherby,LS23 6DX,LA Maintained,201 to 300 pupils,0,0,0,12,11,23,10,12,22,28,30,58,56,62,118,0,0,0,0,0,0,0,0,0,106,115,210,11,221,215.5,29,13.1,28,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137704,4501,3834501,Prince Henry's Grammar School,Secondary,Secondary,Academy & Free Schools,State-funded secondary,Collaborative Learning Trust,Academy converter,,,,E14000780,Leeds North West,E05011549,Otley & Yeadon,LS21 2BB,Academy,1601 to 1700 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,382,749,245,310,555,156,182,338,768,874,1642,0,1642,1642,172,10.5,146,11.2,,,,,,,,,,,,,,,,,78,,,,,,16,26,,,44,,,,37,,33,,,,,,,,,,,,27,,6,,5,2,1,,,,,3,,,,11,,,,2,,
107845,2331,3832331,Pudsey Bolton Royd Primary School,Primary,Primary,Community,State-funded primary,,Community school,,,,E14000886,Pudsey,E05011389,Calverley & Farsley,LS28 8EP,LA Maintained,401 to 500 pupils,0,0,0,31,37,68,24,29,53,43,76,119,122,106,228,0,0,0,0,0,0,0,0,0,220,248,363,105,468,415.5,83,17.7,79,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108079,4102,3834102,Pudsey Grammar School,Secondary,Secondary,Foundation,State-funded secondary,21St Century Learning Partnership,Foundation school,,,,E14000886,Pudsey,E05011409,Pudsey,LS28 7ND,LA Maintained,1301 to 1400 pupils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,346,682,210,203,413,129,114,243,675,663,1338,0,1338,1338,263,19.7,237,21.7,,,,,,,,,,,,,,,,,,,49,,67,,41,18,,,35,,,,,,,,,,,20,,,,,,,13,,,13,,,5,,,,,,,2,14,,,,,,,
145526,2339,3832339,Pudsey Primrose Hill Primary School,Primary,Primary,Academy & Free Schools,State-funded primary,Owlcotes Multi Academy Trust,Academy converter,,,,E14000886,Pudsey,E05011409,Pudsey,LS28 6AB,Academy,401 to 500 pupils,0,0,0,17,24,41,24,35,59,53,66,119,127,136,263,0,0,0,0,0,0,0,0,0,221,261,456,26,482,469,60,12.4,59,12.9,Working towards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145525,3920,3833920,Pudsey Waterloo Primary,Primary,Primary,Academy & Free Schools,State-funded primary,Owlcotes Multi Academy Trust,Academy converter,,,,E14000886,Pudsey,E05011409,Pudsey,LS28 7SR,Academy,401 to 500 pupils,0,0,0,21,22,43,31,22,53,58,57,115,101,122,223,0,0,0,0,0,0,0,0,0,211,223,403,31,434,418.5,79,18.2,74,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107889,2413,3832413,Quarry Mount Primary School,Primary,Primary,Foundation,State-funded primary,The Lantern Learning Trust (Inner North West Leeds),Foundation school,,,,E14000777,Leeds Central,E05011397,Headingley & Hyde Park,LS6 2JP,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,9,18,27,34,25,59,45,69,114,0,0,0,0,0,0,0,0,0,88,112,200,0,200,200,90,45,90,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107858,2356,3832356,Queensway Primary School,Primary,Primary,Foundation,State-funded primary,Aireborough Learning Partnership,Foundation school,,,,E14000780,Leeds North West,E05011549,Otley & Yeadon,LS19 7LF,LA Maintained,101 to 200 pupils,0,0,0,0,0,0,2,3,5,18,19,37,40,37,77,0,0,0,0,0,0,0,0,0,60,59,119,0,119,119,61,51.3,61,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
