time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,gender,subject,total_exam_entries,grade,percentage_achieving
201516,Academic year,National,E92000001,England,Final,All schools,Total,French,136861,B,18.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,French,56939,C,28.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,French,79922,C,27.9
201516,Academic year,National,E92000001,England,Final,All schools,Total,French,136861,C,28
201516,Academic year,National,E92000001,England,Final,All schools,Boys,French,56939,D,23.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,French,79922,D,17.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,French,136861,D,20
201516,Academic year,National,E92000001,England,Final,All schools,Boys,French,56939,E,9.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,French,79922,E,5.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,French,136861,E,7
201516,Academic year,National,E92000001,England,Final,All schools,Boys,French,56939,F,3.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,French,79922,F,1.9
201516,Academic year,National,E92000001,England,Final,All schools,Total,French,136861,F,2.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,French,56939,G,1.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,French,79922,G,0.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,French,136861,G,0.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,French,56939,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,French,79922,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,French,136861,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,91AstarG,99.8
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,91AstarG,99.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,91AstarG,99.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,94AstarC,75.6
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,94AstarC,79.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,94AstarC,77.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,97AstarA,33.6
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,97AstarA,37.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,97AstarA,35.6
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,Astar,14.6
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,Astar,16.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,Astar,15.7
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,A,19
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,A,21
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,A,20
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,B,22.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,B,21.5
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,B,21.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,C,20
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,C,20.1
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,C,20
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,D,14.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,D,12.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,D,13.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,E,7.3
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,E,5.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,E,6.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,F,2.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,F,1.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,F,2
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,G,0.5
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,G,0.4
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,G,0.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Further Additional Science,8568,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Further Additional Science,8408,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,Further Additional Science,16976,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,91AstarG,89.9
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,91AstarG,94.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,91AstarG,92
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,94AstarC,34
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,94AstarC,44.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,94AstarC,39
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,97AstarA,7.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,97AstarA,10.9
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,97AstarA,9.1
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,Astar,1.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,Astar,1.9
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,Astar,1.6
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,A,6.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,A,9
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,A,7.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,B,10.3
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,B,16.2
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,B,13.1
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,C,16.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,C,17.2
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,C,16.7
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,D,19.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,D,21.1
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,D,20.1
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,E,15.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,E,14.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,E,14.9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,F,12.5
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,F,8.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,F,10.6
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,G,9
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,G,5.5
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,G,7.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,General Studies,4079,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,General Studies,3764,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,General Studies,7843,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,91AstarG,98.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,91AstarG,99.1
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,91AstarG,98.7
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,94AstarC,62
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,94AstarC,70.4
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,94AstarC,66
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,97AstarA,20.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,97AstarA,29.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,97AstarA,24.6
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,Astar,6.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,Astar,11.1
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,Astar,8.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,A,13.9
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,A,18.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,A,16.1
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,B,19.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,B,20.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,B,19.9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,C,22.7
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,C,20
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,C,21.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,D,16.7
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,D,13.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,D,15.1
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,E,10.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,E,8.1
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,E,9.3
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,F,6.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,F,4.9
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,F,5.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,G,3.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,G,2.4
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,G,2.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Geography,120921,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Geography,107697,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,Geography,228618,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,91AstarG,99.7
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,91AstarG,99.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,91AstarG,99.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,94AstarC,68.5
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,94AstarC,78.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,94AstarC,73.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,97AstarA,18.5
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,97AstarA,26.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,97AstarA,22.6
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,Astar,6.3
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,Astar,9.5
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,Astar,8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,A,12.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,A,16.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,A,14.6
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,B,20.8
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,B,24.9
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,B,23
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,C,29.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,C,27.5
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,C,28.3
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,D,20.6
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,D,15.1
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,D,17.7
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,E,7.5
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,E,4.5
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,E,5.9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,F,2.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,F,1.2
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,F,1.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,G,0.8
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,G,0.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,G,0.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,German,22884,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,German,25255,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,German,48139,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,91AstarG,91.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,91AstarG,97.5
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,91AstarG,97.1
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,94AstarC,27.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,94AstarC,55.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,94AstarC,53.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,97AstarA,2.9
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,97AstarA,11.5
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,97AstarA,10.9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,Astar,0.7
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,Astar,2.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,Astar,2.6
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,A,2.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,A,8.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,A,8.3
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,B,7.9
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,B,19
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,B,18.3
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,C,16.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,C,24.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,C,24.3
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,D,23.3
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,D,19.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,D,19.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,E,16.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,E,11.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,E,12.1
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,F,13
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,F,7
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,F,7.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,G,11.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,G,4
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,G,4.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Health and Social Care,1274,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Health and Social Care,18452,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,Health and Social Care,19726,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,91AstarG,96.6
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,91AstarG,98.2
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,91AstarG,97.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,94AstarC,61.6
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,94AstarC,69.5
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,94AstarC,65.7
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,97AstarA,22
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,97AstarA,30.5
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,97AstarA,26.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,Astar,6.7
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,Astar,10.9
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,Astar,8.9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,A,15.3
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,A,19.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,A,17.6
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,B,20.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,B,21.4
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,B,20.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,C,19.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,C,17.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,C,18.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,D,14.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,D,12.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,D,13.3
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,E,9.6
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,E,8.2
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,E,8.9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,F,6.6
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,F,5.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,F,5.9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,G,4.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,G,2.9
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,G,3.6
201516,Academic year,National,E92000001,England,Final,All schools,Boys,History,116276,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,History,126802,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,History,243078,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,91AstarG,97.3
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,91AstarG,98.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,91AstarG,98.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,94AstarC,39.7
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,94AstarC,57.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,94AstarC,55.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,97AstarA,4.7
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,97AstarA,14
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,97AstarA,12.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,Astar,0.5
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,Astar,2.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,Astar,2.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,A,4.3
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,A,11.2
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,A,10.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,B,12.9
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,B,19.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,B,18.9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,C,22.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,C,23.9
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,C,23.7
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,D,23.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,D,19.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,D,20.2
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,E,18.9
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,E,12.2
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,E,13
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,F,11.4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,F,6.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,F,6.9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,G,4
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,G,2.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,G,2.8
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Home Economics,2959,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Home Economics,21328,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,Home Economics,24287,Covid impacted,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,91AstarG,99.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,91AstarG,99.4
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,91AstarG,99.3
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,94AstarC,40.6
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,94AstarC,63.2
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,94AstarC,53.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,97AstarA,3.3
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,97AstarA,17.3
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,97AstarA,11.2
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,9 to 5,z
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,Astar,c
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,Astar,c
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,Astar,2.2
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,A,3.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,A,13.6
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,A,9
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,B,12
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,B,22.1
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,B,17.7
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,C,25.3
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,C,23.8
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,C,24.5
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,D,25.2
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,D,16.7
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,D,20.4
201516,Academic year,National,E92000001,England,Final,All schools,Boys,Hospitality and Catering,1098,E,21.1
201516,Academic year,National,E92000001,England,Final,All schools,Girls,Hospitality and Catering,1445,E,13.1
201516,Academic year,National,E92000001,England,Final,All schools,Total,Hospitality and Catering,2543,E,16.6
