time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
200708,Academic year,National,E92000001,England,Final,Sociology,Male,z,17,43,70,89,98,6129
200809,Academic year,National,E92000001,England,Final,Sociology,Male,z,16,41,69,89,98,6428
200910,Academic year,National,E92000001,England,Final,Sociology,Male,4,15,40,70,90,98,6678
201011,Academic year,National,E92000001,England,Final,Sociology,Male,4,15,41,70,90,98,6920
201112,Academic year,National,E92000001,England,Final,Sociology,Male,3,13,37,68,89,98,6951
201213,Academic year,National,E92000001,England,Final,Sociology,Male,4,14,39,70,90,98,6805
201314,Academic year,National,E92000001,England,Final,Sociology,Male,4,13,39,69,89,98,6654
201415,Academic year,National,E92000001,England,Final,Sociology,Male,3,13,42,74,92,98,6861
201516,Academic year,National,E92000001,England,Final,Sociology,Male,4,14,39,69,90,98,7090
201617,Academic year,National,E92000001,England,Final,Sociology,Male,3,15,44,73,91,97,7504
201718,Academic year,National,E92000001,England,Revised,Sociology,Male,3.2,13.1,41.1,71.3,90,97.1,7444
201819,Academic year,National,E92000001,England,Revised,Sociology,Male,2.9,12.8,38.3,69,89.6,96.5,8117
201920,Academic year,National,E92000001,England,Final,Sociology,Male,5,18.8,47.5,80,95,99.3,8201
202021,Academic year,National,E92000001,England,Final,Sociology,Male,6.3,22,49.8,79,93.3,98.7,9237
202122,Academic year,National,E92000001,England,Revised,Sociology,Male,5.4,19.4,48.8,77,91.8,96.9,10255
202223,Academic year,National,E92000001,England,Revised,Sociology,Male,3.7,13.2,40.4,70,89.3,96.5,10970
199596,Academic year,National,E92000001,England,Final,Spanish,All students,z,23,44,63,78,89,4095
199697,Academic year,National,E92000001,England,Final,Spanish,All students,z,24,45,64,81,91,4328
199798,Academic year,National,E92000001,England,Final,Spanish,All students,z,25,48,68,82,92,4499
199899,Academic year,National,E92000001,England,Final,Spanish,All students,z,24,48,68,84,93,4640
199900,Academic year,National,E92000001,England,Final,Spanish,All students,z,25,50,69,84,93,4516
200001,Academic year,National,E92000001,England,Final,Spanish,All students,z,27,51,70,84,93,4501
200102,Academic year,National,E92000001,England,Final,Spanish,All students,z,31,57,78,90,97,4430
200203,Academic year,National,E92000001,England,Final,Spanish,All students,z,34,61,80,92,98,4504
200304,Academic year,National,E92000001,England,Final,Spanish,All students,z,35,62,82,93,98,4650
200405,Academic year,National,E92000001,England,Final,Spanish,All students,z,37,64,84,95,99,4930
200506,Academic year,National,E92000001,England,Final,Spanish,All students,z,37,65,84,95,99,5202
200607,Academic year,National,E92000001,England,Final,Spanish,All students,z,39,67,85,95,99,5491
200708,Academic year,National,E92000001,England,Final,Spanish,All students,z,40,67,86,96,99,5728
200809,Academic year,National,E92000001,England,Final,Spanish,All students,z,40,67,86,95,99,6089
200910,Academic year,National,E92000001,England,Final,Spanish,All students,8,39,67,86,95,99,6564
201011,Academic year,National,E92000001,England,Final,Spanish,All students,9,39,67,86,96,99,6398
201112,Academic year,National,E92000001,England,Final,Spanish,All students,7,38,68,86,96,99,6197
201213,Academic year,National,E92000001,England,Final,Spanish,All students,7,37,67,87,96,99,6516
201314,Academic year,National,E92000001,England,Final,Spanish,All students,8,37,68,88,97,100,6617
201415,Academic year,National,E92000001,England,Final,Spanish,All students,9,36,67,87,97,100,7607
201516,Academic year,National,E92000001,England,Final,Spanish,All students,9,36,67,87,96,100,7455
201617,Academic year,National,E92000001,England,Final,Spanish,All students,11,38,68,87,96,99,7566
201718,Academic year,National,E92000001,England,Revised,Spanish,All students,11.1,36.6,64.9,85,95.3,99.1,7398
201819,Academic year,National,E92000001,England,Revised,Spanish,All students,10.5,35.4,64.2,84.8,95.3,99,7765
201920,Academic year,National,E92000001,England,Final,Spanish,All students,22.2,54.6,80.6,94.4,98.6,99.5,7964
202021,Academic year,National,E92000001,England,Final,Spanish,All students,31.4,63.2,84.8,95.9,98.9,99.7,8296
202122,Academic year,National,E92000001,England,Revised,Spanish,All students,23,51.1,74.9,89.5,96.7,99.3,8440
202223,Academic year,National,E92000001,England,Revised,Spanish,All students,10.7,36.1,64.9,84,94.3,98.7,7319
199596,Academic year,National,E92000001,England,Final,Spanish,Female,z,22,42,61,77,88,2926
199697,Academic year,National,E92000001,England,Final,Spanish,Female,z,22,42,62,79,90,3060
199798,Academic year,National,E92000001,England,Final,Spanish,Female,z,25,46,66,81,92,3214
199899,Academic year,National,E92000001,England,Final,Spanish,Female,z,23,46,67,84,93,3335
199900,Academic year,National,E92000001,England,Final,Spanish,Female,z,24,48,68,82,92,3165
200001,Academic year,National,E92000001,England,Final,Spanish,Female,z,25,48,68,82,92,3138
200102,Academic year,National,E92000001,England,Final,Spanish,Female,z,30,56,77,90,98,3059
200203,Academic year,National,E92000001,England,Final,Spanish,Female,z,32,59,79,92,98,3071
200304,Academic year,National,E92000001,England,Final,Spanish,Female,z,34,61,82,93,98,3239
200405,Academic year,National,E92000001,England,Final,Spanish,Female,z,35,63,83,95,99,3366
200506,Academic year,National,E92000001,England,Final,Spanish,Female,z,35,63,83,95,99,3495
200607,Academic year,National,E92000001,England,Final,Spanish,Female,z,37,65,84,95,99,3626
200708,Academic year,National,E92000001,England,Final,Spanish,Female,z,38,66,85,95,99,3844
200809,Academic year,National,E92000001,England,Final,Spanish,Female,z,38,66,84,95,99,4121
200910,Academic year,National,E92000001,England,Final,Spanish,Female,8,37,66,85,95,99,4326
201011,Academic year,National,E92000001,England,Final,Spanish,Female,9,38,66,86,96,99,4276
201112,Academic year,National,E92000001,England,Final,Spanish,Female,7,37,67,86,96,99,4102
201213,Academic year,National,E92000001,England,Final,Spanish,Female,7,36,67,86,96,99,4376
201314,Academic year,National,E92000001,England,Final,Spanish,Female,8,36,68,88,97,100,4318
201415,Academic year,National,E92000001,England,Final,Spanish,Female,9,36,66,87,96,100,5064
201516,Academic year,National,E92000001,England,Final,Spanish,Female,9,36,66,86,96,100,4906
201617,Academic year,National,E92000001,England,Final,Spanish,Female,10,38,68,87,96,100,5032
201718,Academic year,National,E92000001,England,Revised,Spanish,Female,11,36,64.7,84.6,95.2,99.2,5033
201819,Academic year,National,E92000001,England,Revised,Spanish,Female,10.3,35.5,63.7,84.4,94.9,99,5200
201920,Academic year,National,E92000001,England,Final,Spanish,Female,22.1,54.7,80.8,94.6,98.8,99.6,5526
202021,Academic year,National,E92000001,England,Final,Spanish,Female,31.5,63.1,85.1,96.1,99.1,99.8,5780
202122,Academic year,National,E92000001,England,Revised,Spanish,Female,22.5,50.9,74.7,89.3,96.6,99.2,5887
202223,Academic year,National,E92000001,England,Revised,Spanish,Female,11,35.8,64.5,83.9,94.5,98.8,4960
199596,Academic year,National,E92000001,England,Final,Spanish,Male,z,25,47,67,81,90,1169
199697,Academic year,National,E92000001,England,Final,Spanish,Male,z,28,52,70,84,93,1268
199798,Academic year,National,E92000001,England,Final,Spanish,Male,z,27,51,73,86,94,1285
199899,Academic year,National,E92000001,England,Final,Spanish,Male,z,26,51,71,85,94,1305
199900,Academic year,National,E92000001,England,Final,Spanish,Male,z,28,54,73,86,95,1351
200001,Academic year,National,E92000001,England,Final,Spanish,Male,z,32,57,76,88,95,1363
200102,Academic year,National,E92000001,England,Final,Spanish,Male,z,33,60,78,90,97,1371
200203,Academic year,National,E92000001,England,Final,Spanish,Male,z,36,64,82,93,99,1433
200304,Academic year,National,E92000001,England,Final,Spanish,Male,z,40,66,84,94,98,1411
200405,Academic year,National,E92000001,England,Final,Spanish,Male,z,40,68,87,96,99,1564
200506,Academic year,National,E92000001,England,Final,Spanish,Male,z,42,70,86,96,99,1707
200607,Academic year,National,E92000001,England,Final,Spanish,Male,z,42,71,88,95,99,1865
200708,Academic year,National,E92000001,England,Final,Spanish,Male,z,42,71,88,97,100,1884
200809,Academic year,National,E92000001,England,Final,Spanish,Male,z,43,71,88,95,99,1968
200910,Academic year,National,E92000001,England,Final,Spanish,Male,9,41,70,87,96,99,2238
201011,Academic year,National,E92000001,England,Final,Spanish,Male,9,41,69,86,96,99,2122
201112,Academic year,National,E92000001,England,Final,Spanish,Male,8,39,69,87,96,99,2095
201213,Academic year,National,E92000001,England,Final,Spanish,Male,8,39,67,88,97,100,2140
201314,Academic year,National,E92000001,England,Final,Spanish,Male,8,39,70,89,97,100,2299
201415,Academic year,National,E92000001,England,Final,Spanish,Male,10,37,69,88,97,100,2543
201516,Academic year,National,E92000001,England,Final,Spanish,Male,9,35,67,87,97,100,2549
201617,Academic year,National,E92000001,England,Final,Spanish,Male,12,39,68,87,96,99,2534
201718,Academic year,National,E92000001,England,Revised,Spanish,Male,11.2,37.8,65.4,85.9,95.3,98.9,2365
201819,Academic year,National,E92000001,England,Revised,Spanish,Male,10.8,35.3,65.2,85.8,96.2,98.9,2564
201920,Academic year,National,E92000001,England,Final,Spanish,Male,22.3,54.5,80,94,98.2,99.3,2438
202021,Academic year,National,E92000001,England,Final,Spanish,Male,31.2,63.5,84,95.3,98.6,99.6,2516
202122,Academic year,National,E92000001,England,Revised,Spanish,Male,24,51.4,75.2,89.7,97,99.5,2553
202223,Academic year,National,E92000001,England,Revised,Spanish,Male,10,36.8,65.6,84.4,93.9,98.5,2359
199596,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,26,47,68,83,92,6409
199697,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,26,48,69,84,93,6095
199798,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,27,50,70,84,93,5736
199899,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,28,52,73,86,94,5147
199900,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,30,53,74,87,94,5019
200001,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,29,57,77,90,96,4737
200102,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,32,60,83,94,99,4944
200203,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,34,62,82,95,99,5316
200304,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,35,63,84,95,99,5261
200405,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,37,67,86,96,99,5461
200506,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,38,67,86,96,99,5641
200607,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,38,66,86,96,99,5766
200708,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,38,66,86,96,99,5659
200809,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,39,67,87,96,99,5919
200910,Academic year,National,E92000001,England,Final,Total Classical studies,All students,10,39,67,86,96,99,5919
201011,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,40,69,87,96,99,5749
201112,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,38,67,87,96,99,6248
201213,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,38,66,86,96,99,6080
201314,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,37,66,86,96,99,6218
201415,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,36,66,86,96,99,6242
201516,Academic year,National,E92000001,England,Final,Total Classical studies,All students,9,34,64,86,96,99,6158
201617,Academic year,National,E92000001,England,Final,Total Classical studies,All students,10,36,66,87,96,99,6018
201718,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,9.8,36.8,65.9,87.1,96,99.1,5308
201819,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,9.9,35.8,66.1,87.5,96.5,99.1,4820
201920,Academic year,National,E92000001,England,Final,Total Classical studies,All students,21.8,53.4,79.7,94.3,98.7,99.8,4526
202021,Academic year,National,E92000001,England,Final,Total Classical studies,All students,31.5,60.6,82.9,95.2,98.8,99.5,4458
202122,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,25.3,52.9,77.9,92,97.5,99.3,4710
202223,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,10.7,36.4,66.9,87,95.8,99,5688
199596,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,25,47,69,85,93,3639
199697,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,25,48,71,85,93,3546
199798,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,27,51,71,86,94,3359
199899,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,28,53,76,88,95,3060
199900,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,29,54,76,88,95,2879
200001,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,29,57,79,92,97,2771
200102,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,32,61,85,96,99,2819
200203,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,34,63,85,96,99,3096
200304,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,36,65,85,96,99,3060
200405,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,39,70,88,97,100,3146
200506,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,41,71,89,97,99,3203
200607,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,40,70,89,97,99,3164
200708,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,41,70,89,97,99,3114
200809,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,41,70,89,97,99,3149
200910,Academic year,National,E92000001,England,Final,Total Classical studies,Female,11,41,69,88,96,99,3282
201011,Academic year,National,E92000001,England,Final,Total Classical studies,Female,12,43,72,89,97,99,3213
201112,Academic year,National,E92000001,England,Final,Total Classical studies,Female,12,40,71,89,97,100,3521
201213,Academic year,National,E92000001,England,Final,Total Classical studies,Female,12,41,70,88,97,99,3389
201314,Academic year,National,E92000001,England,Final,Total Classical studies,Female,10,38,67,87,96,99,3587
201415,Academic year,National,E92000001,England,Final,Total Classical studies,Female,11,38,69,88,97,99,3644
201516,Academic year,National,E92000001,England,Final,Total Classical studies,Female,9,35,66,87,97,99,3632
201617,Academic year,National,E92000001,England,Final,Total Classical studies,Female,10,37,67,87,96,99,3672
201718,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,9.1,37.6,67.3,88.6,96.3,99.2,3315
201819,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,9.9,37.1,67.1,88.1,97,99.4,2950
201920,Academic year,National,E92000001,England,Final,Total Classical studies,Female,22.4,56.5,82.7,95.4,99,99.8,2787
202021,Academic year,National,E92000001,England,Final,Total Classical studies,Female,33.2,63.5,85.2,96,99,99.6,2732
202122,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,25.5,54.5,79.1,92.4,97.5,99.1,2963
202223,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,10.7,37.2,69,88.6,96.3,99.1,3618
199596,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,27,48,66,82,91,2770
199697,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,26,47,66,82,92,2549
199798,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,28,49,68,82,92,2377
199899,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,28,50,68,83,93,2087
199900,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,30,51,72,86,93,2140
200001,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,30,56,75,88,94,1966
200102,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,33,59,80,92,98,2125
200203,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,34,59,79,94,99,2220
200304,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,35,61,83,94,99,2201
200405,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,34,64,84,94,99,2315
200506,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,36,63,84,95,99,2438
200607,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,35,61,82,94,99,2602
200708,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,35,61,83,95,99,2545
200809,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,36,63,85,95,100,2770
200910,Academic year,National,E92000001,England,Final,Total Classical studies,Male,9,37,64,84,95,99,2637
201011,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,38,65,85,96,99,2536
201112,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,36,63,84,95,99,2727
201213,Academic year,National,E92000001,England,Final,Total Classical studies,Male,9,33,61,83,94,99,2691
201314,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,36,64,85,95,99,2631
201415,Academic year,National,E92000001,England,Final,Total Classical studies,Male,10,33,62,83,95,98,2598
201516,Academic year,National,E92000001,England,Final,Total Classical studies,Male,10,32,62,84,95,99,2526
201617,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,34,64,86,96,99,2346
201718,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,11,35.3,63.6,84.7,95.5,98.9,1993
201819,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,9.8,33.6,64.6,86.5,95.7,98.8,1870
201920,Academic year,National,E92000001,England,Final,Total Classical studies,Male,20.9,48.4,74.9,92.7,98.2,99.8,1739
202021,Academic year,National,E92000001,England,Final,Total Classical studies,Male,28.8,56,79.2,93.9,98.5,99.4,1726
202122,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,25,50.2,75.8,91.4,97.5,99.5,1747
202223,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,10.5,34.9,63.1,84.3,95,98.8,2070
199596,Academic year,National,E92000001,England,Final,Total English,All students,z,15,34,56,77,91,72544
199697,Academic year,National,E92000001,England,Final,Total English,All students,z,15,34,57,78,92,80659
199798,Academic year,National,E92000001,England,Final,Total English,All students,z,15,35,58,79,92,80546
199899,Academic year,National,E92000001,England,Final,Total English,All students,z,15,35,59,80,93,77658
199900,Academic year,National,E92000001,England,Final,Total English,All students,z,16,36,60,81,93,74343
200001,Academic year,National,E92000001,England,Final,Total English,All students,z,17,36,61,82,94,73749
200102,Academic year,National,E92000001,England,Final,Total English,All students,z,18,42,70,90,98,72495
200203,Academic year,National,E92000001,England,Final,Total English,All students,z,20,44,71,91,99,72011
200304,Academic year,National,E92000001,England,Final,Total English,All students,z,20,44,71,91,99,72967
200405,Academic year,National,E92000001,England,Final,Total English,All students,z,21,45,72,92,99,76997
200506,Academic year,National,E92000001,England,Final,Total English,All students,z,22,47,74,93,99,78147
200607,Academic year,National,E92000001,England,Final,Total English,All students,z,23,49,76,94,99,77502
200708,Academic year,National,E92000001,England,Final,Total English,All students,z,23,49,77,94,99,80917
200809,Academic year,National,E92000001,England,Final,Total English,All students,z,23,50,78,95,99,83649
200910,Academic year,National,E92000001,England,Final,Total English,All students,7,23,50,78,95,99,84037
201011,Academic year,National,E92000001,England,Final,Total English,All students,7,22,50,79,95,100,83103
201112,Academic year,National,E92000001,England,Final,Total English,All students,7,21,48,78,95,100,82825
201213,Academic year,National,E92000001,England,Final,Total English,All students,6,21,49,80,96,100,83425
201314,Academic year,National,E92000001,England,Final,Total English,All students,6,20,48,80,96,100,78215
201415,Academic year,National,E92000001,England,Final,Total English,All students,6,20,49,81,97,100,81533
201516,Academic year,National,E92000001,England,Final,Total English,All students,6,20,49,81,97,100,76175
201617,Academic year,National,E92000001,England,Final,Total English,All students,6,20,48,78,95,99,71038
201718,Academic year,National,E92000001,England,Revised,Total English,All students,6.4,19.7,47.8,77.8,94.8,99.1,65168
201819,Academic year,National,E92000001,England,Revised,Total English,All students,6.6,20.5,49.7,79.6,95.5,99.3,57908
201920,Academic year,National,E92000001,England,Final,Total English,All students,11.7,32.3,63.4,89.6,98.4,99.8,59431
202021,Academic year,National,E92000001,England,Final,Total English,All students,15.9,38.4,68.1,90.4,97.9,99.7,56768
202122,Academic year,National,E92000001,England,Revised,Total English,All students,13.3,32.2,64.2,87.4,96.9,99.2,53084
202223,Academic year,National,E92000001,England,Revised,Total English,All students,7.8,21.6,53.3,81.7,95.5,99.1,53019
199596,Academic year,National,E92000001,England,Final,Total English,Female,z,14,34,56,78,92,50115
199697,Academic year,National,E92000001,England,Final,Total English,Female,z,14,33,57,78,93,55711
199798,Academic year,National,E92000001,England,Final,Total English,Female,z,15,35,58,79,92,56334
199899,Academic year,National,E92000001,England,Final,Total English,Female,z,15,34,58,80,93,54697
199900,Academic year,National,E92000001,England,Final,Total English,Female,z,16,35,60,81,94,52450
200001,Academic year,National,E92000001,England,Final,Total English,Female,z,16,36,61,82,94,51989
200102,Academic year,National,E92000001,England,Final,Total English,Female,z,19,43,70,91,98,50272
200203,Academic year,National,E92000001,England,Final,Total English,Female,z,20,45,72,92,99,50495
200304,Academic year,National,E92000001,England,Final,Total English,Female,z,20,44,71,91,99,50655
200405,Academic year,National,E92000001,England,Final,Total English,Female,z,21,45,73,92,99,53241
200506,Academic year,National,E92000001,England,Final,Total English,Female,z,22,47,75,93,99,53924
200607,Academic year,National,E92000001,England,Final,Total English,Female,z,23,49,77,94,99,53537
200708,Academic year,National,E92000001,England,Final,Total English,Female,z,23,50,78,94,99,55788
200809,Academic year,National,E92000001,England,Final,Total English,Female,z,23,51,79,95,100,57538
200910,Academic year,National,E92000001,England,Final,Total English,Female,7,23,51,79,95,99,58599
201011,Academic year,National,E92000001,England,Final,Total English,Female,7,23,50,80,96,100,58607
201112,Academic year,National,E92000001,England,Final,Total English,Female,7,22,49,80,96,100,59051
201213,Academic year,National,E92000001,England,Final,Total English,Female,6,21,50,81,96,100,59990
201314,Academic year,National,E92000001,England,Final,Total English,Female,6,21,50,81,97,100,56249
201415,Academic year,National,E92000001,England,Final,Total English,Female,6,20,51,83,97,100,58720
201516,Academic year,National,E92000001,England,Final,Total English,Female,6,20,50,82,97,100,55576
201617,Academic year,National,E92000001,England,Final,Total English,Female,6,20,49,80,96,99,52120
201718,Academic year,National,E92000001,England,Revised,Total English,Female,6.5,20.3,49,78.9,95.3,99.2,48231
201819,Academic year,National,E92000001,England,Revised,Total English,Female,6.6,21,50.8,80.5,95.9,99.4,43888
201920,Academic year,National,E92000001,England,Final,Total English,Female,12.1,33.6,65,90.6,98.6,99.8,45074
202021,Academic year,National,E92000001,England,Final,Total English,Female,16.4,39.9,70.2,91.6,98.2,99.7,43062
202122,Academic year,National,E92000001,England,Revised,Total English,Female,13.7,33.3,65.8,88.4,97.3,99.3,40082
202223,Academic year,National,E92000001,England,Revised,Total English,Female,8,22.4,54.9,83,96,99.2,40075
199596,Academic year,National,E92000001,England,Final,Total English,Male,z,16,36,57,76,90,22429
199697,Academic year,National,E92000001,England,Final,Total English,Male,z,15,34,56,77,91,24948
199798,Academic year,National,E92000001,England,Final,Total English,Male,z,15,35,57,78,91,24212
199899,Academic year,National,E92000001,England,Final,Total English,Male,z,16,37,60,79,92,22961
199900,Academic year,National,E92000001,England,Final,Total English,Male,z,17,37,60,80,92,21893
200001,Academic year,National,E92000001,England,Final,Total English,Male,z,18,38,61,81,93,21760
200102,Academic year,National,E92000001,England,Final,Total English,Male,z,18,41,68,89,98,22223
200203,Academic year,National,E92000001,England,Final,Total English,Male,z,20,43,70,90,98,21516
200304,Academic year,National,E92000001,England,Final,Total English,Male,z,21,44,70,90,98,22312
200405,Academic year,National,E92000001,England,Final,Total English,Male,z,20,44,70,90,98,23756
200506,Academic year,National,E92000001,England,Final,Total English,Male,z,22,46,73,92,99,24223
200607,Academic year,National,E92000001,England,Final,Total English,Male,z,23,48,75,93,99,23965
200708,Academic year,National,E92000001,England,Final,Total English,Male,z,22,48,75,93,99,25129
200809,Academic year,National,E92000001,England,Final,Total English,Male,z,23,49,76,94,99,26111
200910,Academic year,National,E92000001,England,Final,Total English,Male,7,22,48,75,94,99,25438
201011,Academic year,National,E92000001,England,Final,Total English,Male,8,22,48,77,94,99,24496
201112,Academic year,National,E92000001,England,Final,Total English,Male,7,21,46,75,94,99,23774
201213,Academic year,National,E92000001,England,Final,Total English,Male,6,20,46,76,95,99,23435
201314,Academic year,National,E92000001,England,Final,Total English,Male,7,19,45,76,95,100,21966
201415,Academic year,National,E92000001,England,Final,Total English,Male,6,18,45,77,96,100,22813
201516,Academic year,National,E92000001,England,Final,Total English,Male,6,18,44,78,96,100,20599
201617,Academic year,National,E92000001,England,Final,Total English,Male,6,19,45,75,94,99,18918
201718,Academic year,National,E92000001,England,Revised,Total English,Male,6.4,18.2,44.4,74.5,93.4,98.8,16937
201819,Academic year,National,E92000001,England,Revised,Total English,Male,6.7,18.7,46.1,76.7,94.2,98.9,14020
201920,Academic year,National,E92000001,England,Final,Total English,Male,10.6,28.2,58.1,86.5,97.7,99.7,14357
202021,Academic year,National,E92000001,England,Final,Total English,Male,14.3,33.5,61.6,86.7,96.8,99.6,13705
202122,Academic year,National,E92000001,England,Revised,Total English,Male,12,29,59.3,84.3,95.6,98.8,13002
202223,Academic year,National,E92000001,England,Revised,Total English,Male,7,19.1,48.5,77.7,93.9,98.6,12944
199596,Academic year,National,E92000001,England,Final,Total Maths,All students,z,25,44,62,76,88,54125
199697,Academic year,National,E92000001,England,Final,Total Maths,All students,z,26,46,63,78,88,56050
199798,Academic year,National,E92000001,England,Final,Total Maths,All students,z,27,46,63,78,89,56589
199899,Academic year,National,E92000001,England,Final,Total Maths,All students,z,27,46,63,77,89,56100
199900,Academic year,National,E92000001,England,Final,Total Maths,All students,z,28,47,64,79,89,53674
200001,Academic year,National,E92000001,England,Final,Total Maths,All students,z,27,46,63,77,89,54157
200102,Academic year,National,E92000001,England,Final,Total Maths,All students,z,36,56,73,86,94,44156
200203,Academic year,National,E92000001,England,Final,Total Maths,All students,z,37,58,75,87,95,44453
200304,Academic year,National,E92000001,England,Final,Total Maths,All students,z,38,59,76,88,96,46017
200405,Academic year,National,E92000001,England,Final,Total Maths,All students,z,41,62,78,90,97,46034
200506,Academic year,National,E92000001,England,Final,Total Maths,All students,z,43,64,80,91,98,49805
200607,Academic year,National,E92000001,England,Final,Total Maths,All students,z,44,65,81,92,98,53331
200708,Academic year,National,E92000001,England,Final,Total Maths,All students,z,44,66,82,92,98,57618
200809,Academic year,National,E92000001,England,Final,Total Maths,All students,z,45,67,82,92,98,64517
200910,Academic year,National,E92000001,England,Final,Total Maths,All students,17,45,67,82,93,99,69803
201011,Academic year,National,E92000001,England,Final,Total Maths,All students,18,45,67,83,93,99,75546
201112,Academic year,National,E92000001,England,Final,Total Maths,All students,18,45,67,82,93,99,78077
201213,Academic year,National,E92000001,England,Final,Total Maths,All students,17,44,66,82,93,99,80567
201314,Academic year,National,E92000001,England,Final,Total Maths,All students,18,43,66,82,92,99,79036
201415,Academic year,National,E92000001,England,Final,Total Maths,All students,18,43,65,81,92,99,82026
201516,Academic year,National,E92000001,England,Final,Total Maths,All students,18,43,65,81,92,99,81532
201617,Academic year,National,E92000001,England,Final,Total Maths,All students,19,43,65,81,92,99,84226
201718,Academic year,National,E92000001,England,Revised,Total Maths,All students,16.5,43.3,65.9,82.1,92.4,98,87326
201819,Academic year,National,E92000001,England,Revised,Total Maths,All students,16.8,41.1,59,75.5,88.9,97,83137
201920,Academic year,National,E92000001,England,Final,Total Maths,All students,23.7,50.2,70.3,86.6,95.5,99.5,86073
202021,Academic year,National,E92000001,England,Final,Total Maths,All students,28.5,54.7,72.8,86,94.2,98.9,88264
202122,Academic year,National,E92000001,England,Revised,Total Maths,All students,23.2,47.7,63.8,78.7,90.5,97.7,87066
202223,Academic year,National,E92000001,England,Revised,Total Maths,All students,16.9,41.6,60.7,76.4,88.5,96.4,88253
199596,Academic year,National,E92000001,England,Final,Total Maths,Female,z,25,46,64,79,89,19118
199697,Academic year,National,E92000001,England,Final,Total Maths,Female,z,25,47,65,80,90,20036
199798,Academic year,National,E92000001,England,Final,Total Maths,Female,z,27,48,66,80,90,20653
199899,Academic year,National,E92000001,England,Final,Total Maths,Female,z,28,49,66,80,91,20478
